OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
17-0000,Architecture and Engineering Occupations,major,"2,380,840",0.5,38.51,"80,100",0.2,19.68,26.51,35.83,47.55,60.70,"40,940","55,140","74,530","98,910","126,250",,
17-1000,"Architects, Surveyors, and Cartographers",minor,"153,200",1.1,34.51,"71,790",0.5,18.60,24.39,32.46,42.24,53.11,"38,680","50,730","67,510","87,870","110,480",,
17-1010,"Architects, Except Naval",broad,"100,550",1.5,37.43,"77,850",0.7,20.84,26.92,34.92,44.61,56.40,"43,340","55,990","72,640","92,790","117,310",,
17-1011,"Architects, Except Landscape and Naval",detailed,"84,210",1.8,38.29,"79,650",0.7,21.60,27.70,35.63,45.25,57.39,"44,930","57,620","74,110","94,120","119,370",,
17-1012,Landscape Architects,detailed,"16,330",5.0,32.97,"68,570",1.4,18.74,23.49,31.15,40.45,50.18,"38,980","48,860","64,790","84,140","104,360",,
17-1020,"Surveyors, Cartographers, and Photogrammetrists",broad,"52,650",1.5,28.95,"60,210",0.5,15.81,20.60,27.47,36.11,44.41,"32,880","42,850","57,130","75,110","92,370",,
17-1021,Cartographers and Photogrammetrists,detailed,"11,290",2.7,30.07,"62,540",1.1,17.50,22.02,28.29,36.46,45.57,"36,390","45,800","58,840","75,830","94,780",,
17-1022,Surveyors,detailed,"41,360",1.8,28.64,"59,570",0.6,15.45,20.20,27.21,35.99,44.13,"32,130","42,010","56,590","74,860","91,790",,
17-2000,Engineers,minor,"1,547,580",0.7,44.31,"92,170",0.2,25.95,32.72,41.96,53.44,67.02,"53,970","68,050","87,290","111,160","139,410",,
17-2010,Aerospace Engineers,broad,"71,500",5.8,50.70,"105,450",0.7,31.31,39.28,49.94,61.41,72.44,"65,130","81,710","103,870","127,740","150,680",,
17-2011,Aerospace Engineers,detailed,"71,500",5.8,50.70,"105,450",0.7,31.31,39.28,49.94,61.41,72.44,"65,130","81,710","103,870","127,740","150,680",,
17-2020,Agricultural Engineers,broad,"2,590",7.1,37.92,"78,880",1.5,23.25,29.77,35.79,45.20,55.79,"48,370","61,910","74,450","94,020","116,040",,
17-2021,Agricultural Engineers,detailed,"2,590",7.1,37.92,"78,880",1.5,23.25,29.77,35.79,45.20,55.79,"48,370","61,910","74,450","94,020","116,040",,
17-2030,Biomedical Engineers,broad,"19,890",4.5,45.18,"93,960",1.3,26.01,33.04,42.63,54.45,68.75,"54,100","68,720","88,670","113,250","143,000",,
17-2031,Biomedical Engineers,detailed,"19,890",4.5,45.18,"93,960",1.3,26.01,33.04,42.63,54.45,68.75,"54,100","68,720","88,670","113,250","143,000",,
17-2040,Chemical Engineers,broad,"33,300",2.5,50.16,"104,340",1.2,28.52,36.00,46.02,58.30,76.43,"59,320","74,870","95,730","121,250","158,980",,
17-2041,Chemical Engineers,detailed,"33,300",2.5,50.16,"104,340",1.2,28.52,36.00,46.02,58.30,76.43,"59,320","74,870","95,730","121,250","158,980",,
17-2050,Civil Engineers,broad,"262,170",1.1,41.17,"85,640",0.4,24.91,30.70,38.83,48.88,60.67,"51,810","63,850","80,770","101,660","126,190",,
17-2051,Civil Engineers,detailed,"262,170",1.1,41.17,"85,640",0.4,24.91,30.70,38.83,48.88,60.67,"51,810","63,850","80,770","101,660","126,190",,
17-2060,Computer Hardware Engineers,broad,"77,670",4.3,51.41,"106,930",0.9,31.07,39.18,50.12,62.53,74.43,"64,620","81,500","104,250","130,060","154,810",,
17-2061,Computer Hardware Engineers,detailed,"77,670",4.3,51.41,"106,930",0.9,31.07,39.18,50.12,62.53,74.43,"64,620","81,500","104,250","130,060","154,810",,
17-2070,Electrical and Electronics Engineers,broad,"303,450",1.2,45.86,"95,380",0.3,28.21,34.74,43.92,55.28,68.26,"58,670","72,270","91,340","114,980","141,990",,
17-2071,Electrical Engineers,detailed,"168,100",1.4,44.89,"93,380",0.5,27.56,33.97,42.88,54.12,67.02,"57,330","70,650","89,180","112,560","139,400",,
17-2072,"Electronics Engineers, Except Computer",detailed,"135,350",1.8,47.05,"97,870",0.5,29.13,35.86,45.31,56.27,69.60,"60,600","74,590","94,250","117,040","144,760",,
17-2080,Environmental Engineers,broad,"53,020",2.3,41.12,"85,520",0.7,23.91,30.25,39.53,49.93,58.99,"49,730","62,920","82,220","103,860","122,690",,
17-2081,Environmental Engineers,detailed,"53,020",2.3,41.12,"85,520",0.7,23.91,30.25,39.53,49.93,58.99,"49,730","62,920","82,220","103,860","122,690",,
17-2110,"Industrial Engineers, Including Health and Safety",broad,"254,430",1.1,40.00,"83,190",0.4,24.71,30.97,38.55,47.37,57.50,"51,410","64,410","80,190","98,520","119,590",,
17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,"23,850",1.9,39.10,"81,320",0.6,21.98,28.87,37.89,48.82,58.09,"45,720","60,050","78,820","101,530","120,830",,
17-2112,Industrial Engineers,detailed,"230,580",1.1,40.09,"83,390",0.4,24.98,31.14,38.61,47.24,57.43,"51,950","64,760","80,300","98,250","119,460",,
17-2120,Marine Engineers and Naval Architects,broad,"6,640",7.7,45.21,"94,040",1.9,27.31,34.71,43.05,53.98,67.50,"56,800","72,200","89,550","112,280","140,390",,
17-2121,Marine Engineers and Naval Architects,detailed,"6,640",7.7,45.21,"94,040",1.9,27.31,34.71,43.05,53.98,67.50,"56,800","72,200","89,550","112,280","140,390",,
17-2130,Materials Engineers,broad,"24,190",3.4,43.23,"89,930",0.8,26.22,33.06,41.98,53.15,64.67,"54,540","68,760","87,330","110,550","134,510",,
17-2131,Materials Engineers,detailed,"24,190",3.4,43.23,"89,930",0.8,26.22,33.06,41.98,53.15,64.67,"54,540","68,760","87,330","110,550","134,510",,
17-2140,Mechanical Engineers,broad,"258,630",1.1,41.31,"85,930",0.5,25.27,31.43,39.47,49.41,59.30,"52,550","65,370","82,100","102,770","123,340",,
17-2141,Mechanical Engineers,detailed,"258,630",1.1,41.31,"85,930",0.5,25.27,31.43,39.47,49.41,59.30,"52,550","65,370","82,100","102,770","123,340",,
17-2150,"Mining and Geological Engineers, Including Mining Safety Engineers",broad,"7,990",4.4,46.61,"96,950",3.4,24.23,31.31,41.76,54.76,71.67,"50,390","65,130","86,870","113,900","149,070",,
17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",detailed,"7,990",4.4,46.61,"96,950",3.4,24.23,31.31,41.76,54.76,71.67,"50,390","65,130","86,870","113,900","149,070",,
17-2160,Nuclear Engineers,broad,"16,400",4.3,51.38,"106,860",1.6,32.20,39.55,48.85,58.29,75.46,"66,970","82,270","101,600","121,240","156,960",,
17-2161,Nuclear Engineers,detailed,"16,400",4.3,51.38,"106,860",1.6,32.20,39.55,48.85,58.29,75.46,"66,970","82,270","101,600","121,240","156,960",,
17-2170,Petroleum Engineers,broad,"34,910",4.2,71.72,"149,180",1.4,35.69,47.30,63.62,89.67,#,"74,240","98,390","132,320","186,520",#,,
17-2171,Petroleum Engineers,detailed,"34,910",4.2,71.72,"149,180",1.4,35.69,47.30,63.62,89.67,#,"74,240","98,390","132,320","186,520",#,,
17-2190,Miscellaneous Engineers,broad,"120,810",1.4,45.34,"94,310",0.8,23.63,33.08,44.56,56.70,69.23,"49,140","68,810","92,680","117,930","144,000",,
17-2199,"Engineers, All Other",detailed,"120,810",1.4,45.34,"94,310",0.8,23.63,33.08,44.56,56.70,69.23,"49,140","68,810","92,680","117,930","144,000",,
17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",minor,"680,070",0.7,26.20,"54,490",0.3,15.47,19.45,25.21,31.90,38.92,"32,170","40,450","52,450","66,350","80,940",,
17-3010,Drafters,broad,"196,460",1.0,25.79,"53,640",0.4,15.76,19.42,24.43,30.78,38.44,"32,780","40,400","50,810","64,010","79,950",,
17-3011,Architectural and Civil Drafters,detailed,"88,860",1.7,24.64,"51,250",0.5,15.60,19.05,23.46,28.99,35.67,"32,440","39,630","48,800","60,300","74,200",,
17-3012,Electrical and Electronics Drafters,detailed,"29,600",3.2,29.01,"60,350",0.9,17.04,21.52,27.53,35.53,43.71,"35,440","44,760","57,250","73,910","90,930",,
17-3013,Mechanical Drafters,detailed,"63,180",1.4,26.21,"54,510",0.7,15.95,19.65,24.77,31.47,39.50,"33,170","40,870","51,520","65,460","82,160",,
17-3019,"Drafters, All Other",detailed,"14,820",3.4,24.49,"50,930",1.3,14.43,17.76,22.92,29.36,37.03,"30,010","36,930","47,680","61,060","77,020",,
17-3020,"Engineering Technicians, Except Drafters",broad,"435,650",1.0,26.96,"56,080",0.3,15.87,20.13,26.22,32.84,39.70,"33,010","41,870","54,540","68,300","82,570",,
17-3021,Aerospace Engineering and Operations Technicians,detailed,"10,540",6.7,30.07,"62,540",1.7,18.76,23.92,30.14,36.40,43.06,"39,010","49,760","62,680","75,710","89,570",,
17-3022,Civil Engineering Technicians,detailed,"69,830",1.3,23.74,"49,380",0.4,14.59,17.85,22.97,28.63,34.66,"30,340","37,130","47,780","59,550","72,080",,
17-3023,Electrical and Electronics Engineering Technicians,detailed,"141,150",1.7,28.26,"58,770",0.5,16.62,21.55,28.15,33.98,41.03,"34,570","44,820","58,540","70,680","85,350",,
17-3024,Electro-Mechanical Technicians,detailed,"15,540",5.8,26.04,"54,160",1.1,16.10,19.50,24.68,31.80,38.50,"33,490","40,560","51,330","66,140","80,070",,
17-3025,Environmental Engineering Technicians,detailed,"18,020",3.0,23.64,"49,180",0.9,14.13,17.27,22.19,28.66,35.71,"29,380","35,920","46,160","59,600","74,280",,
17-3026,Industrial Engineering Technicians,detailed,"68,520",3.6,26.04,"54,170",0.6,16.12,19.85,25.01,31.09,37.48,"33,520","41,290","52,020","64,670","77,960",,
17-3027,Mechanical Engineering Technicians,detailed,"46,090",2.1,26.09,"54,280",0.6,16.19,19.98,25.19,31.54,37.11,"33,680","41,550","52,390","65,610","77,190",,
17-3029,"Engineering Technicians, Except Drafters, All Other",detailed,"65,960",2.3,29.78,"61,940",0.8,16.54,22.39,29.12,36.03,43.70,"34,390","46,560","60,560","74,950","90,890",,
17-3030,Surveying and Mapping Technicians,broad,"47,950",1.8,20.93,"43,540",0.6,11.99,15.23,19.55,25.62,32.10,"24,950","31,680","40,670","53,280","66,770",,
17-3031,Surveying and Mapping Technicians,detailed,"47,950",1.8,20.93,"43,540",0.6,11.99,15.23,19.55,25.62,32.10,"24,950","31,680","40,670","53,280","66,770",,
19-0000,"Life, Physical, and Social Science Occupations",major,"1,135,030",0.8,33.37,"69,400",0.4,15.24,20.63,29.26,41.90,55.90,"31,700","42,900","60,860","87,160","116,280",,
19-1000,Life Scientists,minor,"277,080",1.8,38.11,"79,270",0.8,19.25,24.62,33.78,45.89,62.14,"40,030","51,200","70,260","95,450","129,260",,
19-1010,Agricultural and Food Scientists,broad,"30,490",2.6,31.17,"64,830",0.8,16.63,21.41,28.63,37.91,50.49,"34,580","44,530","59,550","78,860","105,010",,
19-1011,Animal Scientists,detailed,"2,320",8.7,35.06,"72,930",2.5,17.49,21.57,30.89,43.79,59.46,"36,370","44,860","64,260","91,080","123,670",,
19-1012,Food Scientists and Technologists,detailed,"15,010",4.2,31.41,"65,340",1.1,16.71,21.42,28.67,38.72,51.62,"34,770","44,560","59,630","80,540","107,370",,
19-1013,Soil and Plant Scientists,detailed,"13,160",3.2,30.21,"62,830",0.9,16.40,21.36,28.36,36.35,46.14,"34,120","44,420","58,990","75,620","95,970",,
19-1020,Biological Scientists,broad,"100,620",2.6,37.32,"77,630",1.0,19.09,24.82,34.04,44.87,59.94,"39,700","51,630","70,800","93,330","124,680",,
19-1021,Biochemists and Biophysicists,detailed,"29,110",3.8,44.06,"91,640",2.1,20.51,27.75,40.54,54.80,71.05,"42,660","57,720","84,320","113,980","147,780",,
19-1022,Microbiologists,detailed,"19,880",5.4,36.17,"75,230",2.4,18.66,23.80,32.61,45.66,58.20,"38,820","49,490","67,840","94,970","121,060",,
19-1023,Zoologists and Wildlife Biologists,detailed,"18,530",2.7,30.10,"62,610",0.7,17.86,22.04,27.61,35.00,45.89,"37,150","45,850","57,430","72,810","95,460",,
19-1029,"Biological Scientists, All Other",detailed,"33,100",4.0,36.14,"75,160",1.2,18.96,26.30,34.96,41.95,53.29,"39,440","54,710","72,720","87,260","110,850",,
19-1030,Conservation Scientists and Foresters,broad,"27,810",1.9,29.76,"61,890",0.4,17.84,22.41,28.55,35.47,43.00,"37,120","46,610","59,380","73,780","89,450",,
19-1031,Conservation Scientists,detailed,"18,590",1.5,30.45,"63,330",0.4,17.82,22.70,29.43,36.02,43.62,"37,070","47,230","61,220","74,930","90,740",,
19-1032,Foresters,detailed,"9,220",4.8,28.37,"59,000",0.9,17.86,21.98,27.46,33.52,40.08,"37,160","45,710","57,110","69,720","83,370",,
19-1040,Medical Scientists,broad,"109,620",2.7,42.98,"89,390",1.3,20.58,26.59,37.90,52.49,71.15,"42,810","55,300","78,840","109,180","147,990",,
19-1041,Epidemiologists,detailed,"5,350",4.2,35.11,"73,040",1.8,20.46,24.77,31.89,41.29,53.41,"42,560","51,510","66,330","85,880","111,080",,
19-1042,"Medical Scientists, Except Epidemiologists",detailed,"104,280",2.8,43.38,"90,230",1.3,20.59,26.72,38.39,52.98,71.78,"42,830","55,580","79,840","110,200","149,310",,
19-1090,Miscellaneous Life Scientists,broad,"8,550",3.8,36.97,"76,900",1.4,20.23,24.87,32.18,44.58,60.44,"42,090","51,730","66,930","92,740","125,710",,
19-1099,"Life Scientists, All Other",detailed,"8,550",3.8,36.97,"76,900",1.4,20.23,24.87,32.18,44.58,60.44,"42,090","51,730","66,930","92,740","125,710",,
19-2000,Physical Scientists,minor,"276,740",1.2,40.53,"84,300",0.6,20.12,26.15,36.32,50.58,66.41,"41,840","54,400","75,530","105,210","138,130",,
19-2010,Astronomers and Physicists,broad,"19,090",4.0,55.98,"116,440",1.4,26.23,38.22,52.95,69.17,86.65,"54,560","79,510","110,130","143,880","180,220",,
19-2011,Astronomers,detailed,"1,750",9.9,53.09,"110,440",2.0,24.84,32.71,53.10,73.98,81.84,"51,670","68,030","110,450","153,870","170,230",,
19-2012,Physicists,detailed,"17,340",4.2,56.27,"117,040",1.5,26.52,38.68,52.94,68.69,87.42,"55,150","80,460","110,110","142,880","181,840",,
19-2020,Atmospheric and Space Scientists,broad,"10,800",6.5,42.38,"88,140",1.6,23.71,30.15,41.84,51.77,62.38,"49,320","62,710","87,030","107,680","129,750",,
19-2021,Atmospheric and Space Scientists,detailed,"10,800",6.5,42.38,"88,140",1.6,23.71,30.15,41.84,51.77,62.38,"49,320","62,710","87,030","107,680","129,750",,
19-2030,Chemists and Materials Scientists,broad,"94,950",2.1,37.88,"78,780",0.9,20.01,25.71,35.32,47.43,59.91,"41,610","53,470","73,470","98,650","124,600",,
19-2031,Chemists,detailed,"87,560",2.2,37.37,"77,740",0.9,19.88,25.41,34.79,46.68,59.05,"41,350","52,850","72,350","97,100","122,830",,
19-2032,Materials Scientists,detailed,"7,400",4.0,43.83,"91,160",1.7,22.45,31.13,42.63,54.51,66.62,"46,700","64,750","88,660","113,380","138,570",,
19-2040,Environmental Scientists and Geoscientists,broad,"128,610",1.3,39.11,"81,360",0.9,19.56,25.03,34.03,46.77,64.73,"40,690","52,070","70,780","97,280","134,640",,
19-2041,"Environmental Scientists and Specialists, Including Health",detailed,"87,380",1.3,34.02,"70,770",0.8,18.74,23.45,31.29,41.77,54.32,"38,980","48,780","65,090","86,880","112,990",,
19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,"34,690",3.2,52.12,"108,420",1.8,23.51,30.58,44.19,64.61,#,"48,890","63,620","91,920","134,390",#,,
19-2043,Hydrologists,detailed,"6,540",3.2,38.11,"79,260",0.9,23.58,29.43,36.40,45.34,54.36,"49,040","61,220","75,710","94,300","113,070",,
19-2090,Miscellaneous Physical Scientists,broad,"23,290",3.4,45.65,"94,950",2.0,20.97,29.55,44.82,58.73,72.50,"43,620","61,460","93,230","122,160","150,810",,
19-2099,"Physical Scientists, All Other",detailed,"23,290",3.4,45.65,"94,950",2.0,20.97,29.55,44.82,58.73,72.50,"43,620","61,460","93,230","122,160","150,810",,
19-3000,Social Scientists and Related Workers,minor,"237,770",0.8,35.92,"74,700",0.4,18.38,24.78,33.61,44.23,55.64,"38,230","51,530","69,900","92,000","115,720",,
19-3010,Economists,broad,"17,230",3.5,48.78,"101,450",2.0,24.01,32.39,44.75,60.69,76.00,"49,940","67,380","93,070","126,230","158,090",,
19-3011,Economists,detailed,"17,230",3.5,48.78,"101,450",2.0,24.01,32.39,44.75,60.69,76.00,"49,940","67,380","93,070","126,230","158,090",,
19-3020,Survey Researchers,broad,"17,370",4.6,25.58,"53,210",2.8,9.11,13.46,22.94,34.79,44.54,"18,950","27,990","47,720","72,370","92,640",,
19-3022,Survey Researchers,detailed,"17,370",4.6,25.58,"53,210",2.8,9.11,13.46,22.94,34.79,44.54,"18,950","27,990","47,720","72,370","92,640",,
19-3030,Psychologists,broad,"116,390",1.1,35.73,"74,310",0.5,18.88,24.75,33.42,43.91,54.54,"39,260","51,470","69,500","91,330","113,430",,
19-3031,"Clinical, Counseling, and School Psychologists",detailed,"104,480",1.2,34.96,"72,710",0.6,18.76,24.38,32.58,42.62,54.03,"39,020","50,700","67,760","88,650","112,380",,
19-3032,Industrial-Organizational Psychologists,detailed,"1,040",8.3,42.29,"87,960",2.8,23.83,30.29,38.62,51.68,67.50,"49,570","63,010","80,330","107,490","140,390",,
19-3039,"Psychologists, All Other",detailed,"10,870",1.7,42.50,"88,400",1.3,20.46,32.40,43.82,50.42,56.29,"42,550","67,390","91,140","104,880","117,090",,
19-3040,Sociologists,broad,"2,690",6.7,37.56,"78,120",2.0,19.13,25.79,34.82,45.47,61.34,"39,790","53,650","72,430","94,570","127,590",,
19-3041,Sociologists,detailed,"2,690",6.7,37.56,"78,120",2.0,19.13,25.79,34.82,45.47,61.34,"39,790","53,650","72,430","94,570","127,590",,
19-3050,Urban and Regional Planners,broad,"35,940",1.8,32.66,"67,920",0.6,19.88,24.81,31.56,39.44,47.06,"41,350","51,600","65,650","82,030","97,890",,
19-3051,Urban and Regional Planners,detailed,"35,940",1.8,32.66,"67,920",0.6,19.88,24.81,31.56,39.44,47.06,"41,350","51,600","65,650","82,030","97,890",,
19-3090,Miscellaneous Social Scientists and Related Workers,broad,"48,160",1.6,37.84,"78,700",1.7,19.95,27.13,35.99,46.45,57.68,"41,490","56,430","74,860","96,610","119,980",,
19-3091,Anthropologists and Archeologists,detailed,"6,560",5.1,29.53,"61,420",0.9,16.50,20.93,28.06,36.45,44.58,"34,320","43,530","58,360","75,820","92,730",,
19-3092,Geographers,detailed,"1,480",6.2,36.09,"75,070",1.4,20.65,27.61,35.94,43.19,50.52,"42,940","57,430","74,750","89,840","105,070",,
19-3093,Historians,detailed,"3,200",4.2,28.85,"60,010",2.4,13.00,17.37,26.53,38.37,47.45,"27,040","36,140","55,180","79,800","98,700",,
19-3094,Political Scientists,detailed,"5,570",4.1,48.51,"100,900",3.0,24.29,34.34,48.52,64.06,71.40,"50,520","71,420","100,920","133,250","148,510",,
19-3099,"Social Scientists and Related Workers, All Other",detailed,"31,360",2.0,38.68,"80,450",0.9,22.81,28.75,36.91,46.66,55.80,"47,450","59,790","76,770","97,050","116,060",,
19-4000,"Life, Physical, and Social Science Technicians",minor,"343,440",1.1,22.00,"45,770",0.4,12.16,15.33,20.16,26.84,34.81,"25,290","31,890","41,940","55,830","72,400",,
19-4010,Agricultural and Food Science Technicians,broad,"19,390",3.1,17.79,"37,010",0.8,10.99,13.35,16.72,20.92,25.81,"22,860","27,770","34,790","43,510","53,680",,
19-4011,Agricultural and Food Science Technicians,detailed,"19,390",3.1,17.79,"37,010",0.8,10.99,13.35,16.72,20.92,25.81,"22,860","27,770","34,790","43,510","53,680",,
19-4020,Biological Technicians,broad,"71,590",2.5,21.02,"43,710",0.6,12.48,15.46,19.57,25.14,31.99,"25,950","32,160","40,710","52,290","66,540",,
19-4021,Biological Technicians,detailed,"71,590",2.5,21.02,"43,710",0.6,12.48,15.46,19.57,25.14,31.99,"25,950","32,160","40,710","52,290","66,540",,
19-4030,Chemical Technicians,broad,"63,880",2.2,22.40,"46,590",0.9,12.75,16.05,20.82,27.45,34.39,"26,520","33,390","43,310","57,090","71,530",,
19-4031,Chemical Technicians,detailed,"63,880",2.2,22.40,"46,590",0.9,12.75,16.05,20.82,27.45,34.39,"26,520","33,390","43,310","57,090","71,530",,
19-4040,Geological and Petroleum Technicians,broad,"15,190",5.6,28.26,"58,780",1.7,13.47,17.70,25.68,36.81,45.59,"28,010","36,810","53,410","76,560","94,820",,
19-4041,Geological and Petroleum Technicians,detailed,"15,190",5.6,28.26,"58,780",1.7,13.47,17.70,25.68,36.81,45.59,"28,010","36,810","53,410","76,560","94,820",,
19-4050,Nuclear Technicians,broad,"6,930",5.0,35.31,"73,450",1.9,22.26,28.34,34.91,41.42,46.23,"46,290","58,960","72,610","86,150","96,160",,
19-4051,Nuclear Technicians,detailed,"6,930",5.0,35.31,"73,450",1.9,22.26,28.34,34.91,41.42,46.23,"46,290","58,960","72,610","86,150","96,160",,
19-4060,Social Science Research Assistants,broad,"26,830",4.2,19.92,"41,430",1.7,8.77,12.58,18.42,24.67,32.58,"18,250","26,170","38,310","51,320","67,780",,
19-4061,Social Science Research Assistants,detailed,"26,830",4.2,19.92,"41,430",1.7,8.77,12.58,18.42,24.67,32.58,"18,250","26,170","38,310","51,320","67,780",,
19-4090,"Miscellaneous Life, Physical, and Social Science Technicians",broad,"139,630",1.6,21.97,"45,710",0.5,12.41,15.31,20.33,26.79,34.33,"25,820","31,850","42,290","55,730","71,410",,
